date_of_journey,airlines,airlines_code,class,departure,total_stops,arrival,duration_in_minutes,source,destination,price_fare
2024-08-10,Air India,AI-803,Economy,13:29:00,1.0,01:59:00,919.8,Delhi,Cochin,7415
2024-05-16,Air India,AI-465,Business,18:08:00,1.0,06:45:00,1050.0,Delhi,Cochin,50109
2024-01-04,Vistara,UK-975,Premium Economy,03:50:00,1.0,22:58:00,135.0,Delhi,Cochin,7278
2024-01-19,Vistara,UK-737,Business,23:01:00,0.0,17:51:00,465.0,Chennai,Kolkata,76953
2024-11-27,Vistara,UK-941,Economy,20:20:00,0.0,01:01:00,150.0,Kolkata,Banglore,7635
2024-12-09,Go First,G8-346,Economy,09:38:00,2.0,09:54:00,124.80000000000001,Delhi,Cochin,11731
2024-06-29,Vistara,UK-737,Economy,15:31:00,1.0,19:16:00,465.0,Delhi,Cochin,20550
2024-09-17,Air India,AI-887,Economy,05:00:00,1.0,01:01:00,135.0,Delhi,Cochin,4792
2024-02-13,Air India,AI-877,Business,15:58:00,0.0,17:50:00,1489.8,Banglore,Delhi,39859
2024-01-16,Vistara,UK-855,Economy,05:48:00,0.0,02:43:00,334.8,Delhi,Cochin,12308
2024-01-01,Vistara,UK-871,Economy,04:42:00,1.0,08:28:00,799.8,Kolkata,Banglore,11520
2024-05-13,Air India,AI-540,Economy,00:23:00,0.0,16:42:00,690.0,Chennai,Kolkata,8958
2024-09-13,Vistara,UK-835,Business,05:12:00,1.0,05:27:00,769.8,Delhi,Cochin,51384
2024-06-11,Go First,G8-113,Economy,17:06:00,1.0,17:59:00,990.0,Delhi,Cochin,6007
2024-09-28,Vistara,UK-933,Premium Economy,23:06:00,2.0,09:32:00,124.80000000000001,Delhi,Cochin,7278
2024-11-18,Vistara,UK-835,Economy,11:10:00,1.0,02:43:00,769.8,Delhi,Cochin,12079
2024-12-11,Air India,AI-883,Business,12:31:00,1.0,10:55:00,610.2,Kolkata,Banglore,48225
2024-08-29,Air India,AI-560,Economy,20:37:00,1.0,08:13:00,1015.2,Kolkata,Banglore,10959
2024-08-15,Vistara,UK-951,Economy,16:54:00,0.0,06:10:00,130.2,Banglore,Delhi,5955
2024-09-08,Go First,G8-346,Economy,00:03:00,1.0,20:02:00,124.80000000000001,Kolkata,Banglore,5899
2024-09-22,Indigo,6E-2075,Economy,04:42:00,1.0,06:52:00,115.19999999999999,Delhi,Cochin,7319
2024-04-21,Air India,AI-883,Economy,19:44:00,2.0,22:19:00,610.2,Delhi,Cochin,11449
2024-09-25,Vistara,UK-801,Economy,00:42:00,1.0,18:16:00,694.8,Delhi,Cochin,8528
2024-05-08,Indigo,6E-2411,Economy,15:40:00,1.0,13:09:00,480.0,Kolkata,Banglore,9125
2024-10-12,Vistara,UK-747,Economy,14:44:00,1.0,13:44:00,1020.0,Delhi,Cochin,18450
2024-01-15,Go First,G8-237,Economy,06:37:00,0.0,11:40:00,585.0,Mumbai,Hyderabad,6873
2024-05-17,Indigo,6E-2216,Economy,19:10:00,1.0,16:52:00,505.2,Delhi,Cochin,15982
2024-01-25,Air India,AI-813,Business,17:47:00,1.0,10:54:00,810.0,Delhi,Cochin,53164
2024-10-15,Vistara,UK-705,Economy,08:51:00,3.0,12:29:00,769.8,Delhi,Cochin,16664
2024-12-15,Vistara,UK-951,Business,14:52:00,0.0,19:49:00,130.2,Banglore,Delhi,30104
2024-01-28,Vistara,UK-979,Business,08:41:00,1.0,17:14:00,1215.0,Delhi,Cochin,22297
2024-04-20,Air India,AI-504,Economy,02:22:00,0.0,08:42:00,685.2,Banglore,Delhi,9882
2024-05-05,Vistara,UK-941,Economy,12:42:00,0.0,01:09:00,150.0,Banglore,Delhi,8580
2024-03-17,Vistara,UK-855,Premium Economy,01:39:00,1.0,14:28:00,334.8,Kolkata,Banglore,20046
2024-01-06,Vistara,UK-943,Economy,05:08:00,0.0,10:30:00,130.2,Banglore,Delhi,7635
2024-01-30,Vistara,UK-855,Economy,06:11:00,1.0,21:30:00,915.0,Kolkata,Banglore,17715
2024-09-27,Air India,AI-540,Business,02:21:00,1.0,02:29:00,690.0,Delhi,Cochin,50969
2024-07-09,Vistara,UK-627,Premium Economy,23:01:00,1.0,17:04:00,1590.0,Delhi,Cochin,10526
2024-06-13,Go First,G8-101,Economy,13:56:00,1.0,09:57:00,825.0,Kolkata,Banglore,16607
2024-09-25,Vistara,UK-957,Economy,02:00:00,0.0,13:42:00,135.0,Banglore,Delhi,7320
2024-11-13,Vistara,UK-979,Business,16:34:00,0.0,05:16:00,1009.8,Banglore,Delhi,30249
2024-12-28,Indigo,6E-2084,Economy,06:43:00,1.0,02:33:00,135.0,Delhi,Cochin,6374
2024-11-29,Vistara,UK-959,Premium Economy,23:39:00,0.0,15:29:00,1425.0,Banglore,Delhi,7082
2024-04-08,Indigo,6E-6201,Economy,07:40:00,1.0,10:11:00,295.2,Kolkata,Banglore,8798
2024-01-26,Vistara,UK-801,Business,17:02:00,1.0,22:53:00,670.2,Delhi,Cochin,72938
2024-10-24,Go First,G8-286,Economy,10:44:00,1.0,17:14:00,844.8,Kolkata,Banglore,22684
2024-04-19,Vistara,UK-855,Premium Economy,03:23:00,0.0,11:44:00,1204.8,Delhi,Cochin,19094
2024-07-02,Air India,AI-767,Business,11:51:00,0.0,00:01:00,499.8,Chennai,Kolkata,59033
2024-09-02,Indigo,6E-2112,Economy,12:37:00,1.0,01:30:00,150.0,Kolkata,Banglore,5794
2024-06-15,Vistara,UK-929,Business,02:27:00,0.0,23:14:00,535.2,Delhi,Cochin,22297
2024-06-04,Vistara,UK-835,Business,19:30:00,1.0,17:59:00,769.8,Kolkata,Banglore,85096
2024-12-07,Air India,AI-805,First,15:36:00,1.0,02:47:00,130.2,Delhi,Cochin,51443
2024-01-13,Air India,AI-504,Economy,11:26:00,1.0,21:47:00,1459.8,Delhi,Cochin,9137
2024-11-07,Air Asia,I5-711,Economy,03:13:00,1.0,13:09:00,915.0,Kolkata,Banglore,16535
2024-05-29,Air India,AI-624,Business,00:22:00,1.0,23:07:00,145.2,Delhi,Cochin,22152
2024-11-20,Air India,AI-542,Economy,19:43:00,1.0,20:28:00,310.2,Banglore,New Delhi,8649
2024-07-13,Indigo,6E-902,Economy,12:58:00,1.0,06:07:00,375.0,Delhi,Cochin,11783
2024-08-01,Vistara,UK-859,Economy,23:05:00,0.0,15:21:00,385.2,Banglore,Delhi,10418
2024-03-21,Air India,AI-487,Business,03:16:00,1.0,15:27:00,655.2,Kolkata,Banglore,39622
2024-01-29,Vistara,UK-929,Business,08:35:00,1.0,17:04:00,535.2,Banglore,New Delhi,22297
2024-02-07,Vistara,UK-957,Business,20:54:00,2.0,17:42:00,135.0,Delhi,Cochin,22152
2024-03-25,Air India,AI-473,Business,15:58:00,1.0,00:15:00,1035.0,Delhi,Cochin,39859
2024-11-09,Vistara,UK-899,Premium Economy,09:09:00,0.0,21:10:00,1155.0,Mumbai,Hyderabad,19632
2024-09-12,Air India,AI-558,Economy,21:56:00,1.0,00:22:00,859.8,Kolkata,Banglore,14901
2024-03-23,Vistara,UK-959,Business,05:08:00,0.0,07:23:00,735.0,Mumbai,Hyderabad,22297
2024-07-12,Air India,AI-636,Economy,18:15:00,0.0,12:57:00,225.0,Chennai,Kolkata,6480
2024-02-06,Vistara,UK-933,Business,17:51:00,0.0,05:59:00,124.80000000000001,Mumbai,Hyderabad,56860
2024-09-24,Vistara,UK-819,Business,21:50:00,0.0,02:44:00,550.2,Banglore,Delhi,60601
2024-06-05,Air India,AI-544,Business,09:20:00,1.0,12:24:00,435.0,Delhi,Cochin,41113
2024-04-26,Vistara,UK-819,Economy,12:35:00,1.0,11:27:00,390.0,Kolkata,Banglore,12150
2024-01-12,Air India,AI-403,Business,02:25:00,1.0,16:38:00,1560.0,Delhi,Cochin,29806
2024-09-07,Go First,G8-2519,Economy,11:55:00,1.0,17:38:00,850.2,Delhi,Cochin,6007
2024-04-07,Vistara,UK-627,Premium Economy,02:00:00,1.0,18:54:00,1485.0,Delhi,Cochin,13998
2024-11-12,Vistara,UK-979,Premium Economy,20:26:00,1.0,05:30:00,319.8,Kolkata,Banglore,13376
2024-03-03,Indigo,6E-6201,Economy,05:41:00,0.0,02:01:00,295.2,Banglore,Delhi,11099
2024-05-28,Vistara,UK-941,Premium Economy,13:38:00,0.0,14:38:00,150.0,Kolkata,Banglore,11646
2024-02-19,Indigo,6E-5318,Economy,08:09:00,1.0,18:02:00,135.0,Delhi,Cochin,5794
2024-06-26,Go First,G8-213,Economy,15:59:00,1.0,21:11:00,379.8,Delhi,Cochin,14485
2024-09-10,Vistara,UK-809,Premium Economy,02:26:00,0.0,20:27:00,1645.2,Banglore,Delhi,15863
2024-04-17,Air India,AI-542,Economy,12:04:00,2.0,22:38:00,859.8,Delhi,Cochin,10539
2024-08-05,Vistara,UK-985,Economy,22:58:00,1.0,17:11:00,135.0,Kolkata,Banglore,5955
2024-06-25,Vistara,UK-811,Business,12:11:00,2.0,19:44:00,349.8,Delhi,Cochin,53164
2024-05-13,Air India,AI-475,Business,17:28:00,1.0,02:44:00,1489.8,Banglore,New Delhi,29805
2024-11-15,Air India,AI-429,Economy,17:21:00,1.0,17:49:00,490.2,Delhi,Cochin,9609
2024-08-08,Vistara,UK-899,Economy,12:26:00,1.0,20:26:00,505.2,Delhi,Cochin,9840
2024-07-18,Spicejet,SG-8169,Economy,15:42:00,0.0,05:19:00,124.80000000000001,Banglore,Delhi,6531
2024-12-09,Go First,G8-330,Economy,05:54:00,2.0,05:22:00,135.0,Kolkata,Banglore,5801
2024-05-30,Air India,AI-865,Business,23:30:00,0.0,19:56:00,145.2,Banglore,New Delhi,22152
2024-10-22,Air Asia,I5-711,Economy,13:23:00,1.0,00:25:00,915.0,Delhi,Cochin,11818
2024-03-24,Vistara,UK-951,Premium Economy,22:24:00,1.0,00:46:00,130.2,Delhi,Cochin,7278
2024-05-11,Vistara,UK-801,Economy,14:19:00,0.0,08:19:00,670.2,Banglore,Delhi,11205
2024-07-01,Air India,AI-485,Business,13:04:00,1.0,01:15:00,655.2,Delhi,Cochin,39622
2024-03-11,Vistara,UK-859,Economy,16:25:00,2.0,20:23:00,760.2,Delhi,Cochin,24960
2024-05-02,Vistara,UK-951,Economy,12:25:00,1.0,13:32:00,130.2,Delhi,Cochin,7320
2024-05-27,Air India,AI-453,Economy,06:43:00,1.0,04:52:00,775.2,Delhi,Cochin,18725
2024-12-27,Air India,AI-833,Economy,17:04:00,2.0,22:44:00,1050.0,Delhi,Cochin,24858
2024-04-27,Air India,AI-411,Economy,14:59:00,1.0,23:58:00,559.8,Kolkata,Banglore,11205
2024-12-14,Vistara,UK-785,Business,21:56:00,1.0,13:13:00,1690.2,Kolkata,Banglore,39870
2024-11-05,Indigo,6E-2017,Economy,21:35:00,1.0,12:18:00,130.2,Kolkata,Banglore,7319
2024-06-12,Air India,AI-814,Business,00:24:00,1.0,01:24:00,135.0,Delhi,Cochin,22152
2024-10-05,Vistara,UK-673,Premium Economy,10:57:00,2.0,15:55:00,310.2,Kolkata,Banglore,35838
2024-06-08,Vistara,UK-871,Business,13:56:00,0.0,17:56:00,1590.0,Kolkata,Banglore,55696
2024-07-21,Indigo,6E-864,Economy,20:03:00,0.0,04:30:00,135.0,Banglore,Delhi,7319
2024-05-18,Air India,AI-540,Business,14:06:00,0.0,14:54:00,690.0,Kolkata,Banglore,50969
2024-07-22,Air India,AI-537,Business,15:02:00,0.0,01:57:00,960.0,Kolkata,Banglore,50969
2024-09-17,Go First,G8-346,Economy,14:50:00,1.0,19:34:00,130.2,Delhi,Cochin,5899
2024-02-17,Vistara,UK-957,Premium Economy,11:43:00,1.0,17:23:00,135.0,Kolkata,Banglore,8622
2024-08-04,Air India,AI-558,Business,23:19:00,1.0,00:16:00,750.0,Kolkata,Banglore,50969
2024-01-17,Go First,G8-2501,Economy,08:30:00,1.0,21:10:00,130.2,Delhi,Cochin,5801
2024-03-11,Air India,AI-814,Economy,17:32:00,0.0,12:39:00,135.0,Kolkata,Banglore,5955
2024-01-11,Vistara,UK-979,Premium Economy,16:12:00,0.0,04:36:00,1215.0,Delhi,Cochin,22432
2024-03-24,Air India,AI-558,Economy,06:51:00,0.0,12:16:00,750.0,Banglore,Delhi,9126
2024-09-29,Indigo,6E-2411,Economy,21:34:00,1.0,16:02:00,550.2,Banglore,New Delhi,9848
2024-02-06,Air India,AI-833,Economy,06:21:00,1.0,05:35:00,1050.0,Delhi,Cochin,16983
2024-05-08,Go First,G8-143,Economy,18:28:00,1.0,18:00:00,364.8,Banglore,New Delhi,6873
2024-01-06,Indigo,6E-2208,Economy,21:43:00,0.0,00:42:00,520.2,Banglore,Delhi,5785
2024-02-02,Air India,AI-767,Economy,01:35:00,1.0,00:03:00,499.8,Delhi,Cochin,15825
2024-12-15,Vistara,UK-859,Premium Economy,01:22:00,1.0,09:08:00,1410.0,Delhi,Cochin,19632
2024-09-04,Vistara,UK-706,Economy,11:40:00,1.0,22:43:00,495.0,Delhi,Cochin,12990
2024-12-01,Vistara,UK-879,Premium Economy,13:02:00,1.0,10:27:00,985.2,Kolkata,Banglore,12168
2024-08-06,Spicejet,SG-8709,Economy,10:09:00,1.0,04:38:00,115.19999999999999,Banglore,New Delhi,6531
2024-08-25,Air India,AI-665,Business,10:33:00,2.0,14:25:00,139.8,Kolkata,Banglore,22152
2024-03-06,Vistara,UK-963,Premium Economy,06:19:00,1.0,13:22:00,145.2,Delhi,Cochin,7278
2024-04-13,Vistara,UK-941,Premium Economy,20:58:00,1.0,13:10:00,150.0,Delhi,Cochin,7278
2024-03-05,Air Asia,I5-740,Economy,10:09:00,0.0,05:20:00,649.8,Banglore,New Delhi,10374
2024-02-24,Vistara,UK-813,Economy,04:39:00,1.0,20:36:00,349.8,Banglore,New Delhi,12150
2024-11-07,Air India,AI-839,Economy,08:21:00,1.0,21:32:00,1045.2,Delhi,Cochin,9489
2024-05-29,Vistara,UK-855,Premium Economy,12:12:00,0.0,01:28:00,334.8,Mumbai,Hyderabad,21838
2024-07-15,Vistara,UK-817,Business,02:22:00,1.0,10:33:00,334.8,Delhi,Cochin,60713
2024-02-18,Vistara,UK-815,Premium Economy,15:51:00,1.0,01:10:00,810.0,Kolkata,Banglore,11943
2024-06-14,Air India,AI-465,Business,10:52:00,1.0,05:06:00,1050.0,Delhi,Cochin,50109
2024-09-18,Vistara,UK-801,Business,17:13:00,0.0,07:16:00,855.0,Banglore,Delhi,96223
2024-12-01,Air India,AI-411,Business,04:34:00,1.0,15:58:00,559.8,Delhi,Cochin,32646
2024-03-02,Air India,AI-544,Economy,23:29:00,0.0,02:49:00,1324.8,Banglore,Delhi,7704
2024-03-19,Vistara,UK-993,Premium Economy,11:25:00,2.0,20:29:00,130.2,Delhi,Cochin,8622
2024-12-18,Air India,AI-441,Business,02:13:00,1.0,02:55:00,145.2,Kolkata,Banglore,22152
2024-06-10,Vistara,UK-817,Premium Economy,02:58:00,0.0,07:51:00,435.0,Kolkata,Banglore,10638
2024-03-16,Vistara,UK-833,Business,20:27:00,1.0,12:55:00,409.8,Banglore,New Delhi,63816
2024-04-21,Air India,AI-865,Business,06:47:00,1.0,11:43:00,145.2,Delhi,Cochin,22152
2024-06-06,Air India,AI-540,Economy,14:53:00,1.0,15:01:00,799.8,Delhi,Cochin,9630
2024-04-16,Vistara,UK-945,Premium Economy,11:25:00,1.0,08:29:00,135.0,Delhi,Cochin,7838
2024-07-12,Go First,G8-717,Economy,12:24:00,1.0,06:08:00,300.0,Kolkata,Banglore,5252
2024-08-29,Air Asia,I5-743,Economy,18:19:00,0.0,01:45:00,355.2,Kolkata,Banglore,4827
2024-02-20,Vistara,UK-829,Economy,09:56:00,1.0,22:39:00,949.8,Kolkata,Banglore,10050
2024-12-23,Vistara,UK-969,Business,05:17:00,1.0,08:03:00,940.2,Delhi,Cochin,22297
2024-09-02,Vistara,UK-673,Economy,04:28:00,0.0,12:01:00,310.2,Banglore,Delhi,11520
2024-04-07,Air Asia,I5-1228,Economy,02:03:00,0.0,13:46:00,910.2,Kolkata,Banglore,5291
2024-11-25,Air India,AI-512,Business,05:41:00,0.0,11:47:00,790.2,Chennai,Kolkata,53164
2024-01-25,Vistara,UK-819,Business,14:03:00,2.0,21:18:00,550.2,Kolkata,Banglore,60713
2024-01-27,Air India,AI-453,Business,23:18:00,2.0,02:11:00,775.2,Delhi,Cochin,42252
2024-06-21,Go First,G8-717,Economy,07:26:00,1.0,02:50:00,235.2,Kolkata,Banglore,6007
2024-12-28,Air India,AI-636,Business,13:09:00,1.0,16:57:00,225.0,Delhi,Cochin,22152
2024-06-24,Spicejet,SG-8169,Economy,20:53:00,1.0,10:01:00,124.80000000000001,Delhi,Cochin,5021
2024-06-18,Vistara,UK-829,Premium Economy,23:41:00,2.0,09:12:00,1600.2,Delhi,Cochin,12262
2024-08-12,Vistara,UK-781,Business,01:19:00,1.0,14:24:00,1035.0,Delhi,Cochin,39870
2024-09-13,Vistara,UK-811,Economy,11:35:00,1.0,17:58:00,880.2,Kolkata,Banglore,7189
2024-02-29,Vistara,UK-929,Business,15:04:00,0.0,19:37:00,739.8,Banglore,Delhi,22297
2024-06-17,Vistara,UK-811,Economy,19:51:00,1.0,20:17:00,1065.0,Kolkata,Banglore,8018
2024-08-10,Vistara,UK-879,Premium Economy,07:30:00,0.0,12:17:00,1260.0,Chennai,Kolkata,12822
2024-12-16,Indigo,6E-2204,Economy,16:40:00,0.0,23:28:00,415.2,Mumbai,Hyderabad,12727
2024-01-01,Indigo,6E-2204,Economy,01:40:00,1.0,05:44:00,415.2,Kolkata,Banglore,11152
2024-03-23,Air India,AI-767,Economy,11:51:00,1.0,15:45:00,499.8,Delhi,Cochin,17295
2024-10-26,Vistara,UK-811,Premium Economy,14:08:00,0.0,10:59:00,964.8,Kolkata,Banglore,11758
2024-09-09,Vistara,UK-781,Business,01:16:00,1.0,09:57:00,1035.0,Delhi,Cochin,39870
2024-05-18,Air India,AI-814,Business,20:31:00,1.0,08:56:00,135.0,Delhi,Cochin,25612
2024-05-07,Vistara,UK-979,Premium Economy,06:45:00,1.0,22:56:00,1009.8,Kolkata,Banglore,15992
2024-01-20,Vistara,UK-637,Business,04:00:00,2.0,07:51:00,315.0,Kolkata,Banglore,70009
2024-05-20,Vistara,UK-969,Premium Economy,22:19:00,0.0,07:40:00,1485.0,Banglore,Delhi,13376
2024-05-14,Vistara,UK-801,Premium Economy,01:27:00,1.0,12:13:00,670.2,Kolkata,Banglore,10638
2024-11-02,Indigo,6E-2519,Economy,06:52:00,1.0,07:34:00,139.8,Delhi,Cochin,6682
2024-09-29,Vistara,UK-943,Economy,03:48:00,2.0,21:22:00,130.2,Delhi,Cochin,5955
2024-03-14,Vistara,UK-951,Economy,09:49:00,1.0,18:46:00,130.2,Banglore,New Delhi,7320
2024-01-21,Air India,AI-839,Business,09:20:00,1.0,03:42:00,1045.2,Delhi,Cochin,41113
2024-06-04,Air Asia,I5-773,Economy,00:34:00,0.0,13:29:00,655.2,Chennai,Kolkata,6375
2024-02-08,Air India,AI-453,Business,18:19:00,0.0,21:47:00,775.2,Banglore,New Delhi,35532
2024-09-05,Air India,AI-839,Economy,09:27:00,0.0,12:12:00,1594.8,Banglore,Delhi,7704
2024-09-13,Vistara,UK-815,Business,02:48:00,1.0,03:15:00,724.8,Kolkata,Banglore,60601
2024-11-13,Indigo,6E-6822,Economy,16:27:00,0.0,23:52:00,520.2,Banglore,Delhi,8002
2024-02-21,Vistara,UK-975,Premium Economy,18:13:00,0.0,21:16:00,135.0,Banglore,Delhi,7278
2024-08-07,Air India,AI-429,Business,11:44:00,2.0,10:57:00,835.2,Delhi,Cochin,50969
2024-05-05,Air India,AI-512,Business,09:24:00,0.0,22:54:00,855.0,Banglore,Delhi,53164
2024-06-26,Vistara,UK-959,Business,10:58:00,1.0,13:47:00,1425.0,Delhi,Cochin,30249
2024-09-22,Vistara,UK-955,Business,15:54:00,1.0,20:00:00,130.2,Banglore,New Delhi,30104
2024-09-08,Air India,AI-805,Business,15:25:00,1.0,09:30:00,130.2,Delhi,Cochin,22152
2024-04-16,Vistara,UK-995,Economy,09:08:00,1.0,19:40:00,135.0,Delhi,Cochin,8580
2024-07-06,Vistara,UK-951,Premium Economy,01:50:00,0.0,12:50:00,130.2,Banglore,Delhi,7278
2024-04-17,Vistara,UK-839,Economy,07:30:00,0.0,10:58:00,529.8,Banglore,Delhi,12203
2024-11-12,Vistara,UK-815,Business,02:06:00,1.0,10:51:00,724.8,Kolkata,Banglore,53164
2024-10-31,Vistara,UK-835,Business,23:16:00,0.0,05:06:00,769.8,Banglore,Delhi,87481
2024-08-20,Air India,AI-504,Economy,19:00:00,1.0,06:28:00,859.8,Kolkata,Banglore,9137
2024-02-22,Vistara,UK-955,Business,18:37:00,1.0,05:53:00,130.2,Delhi,Cochin,41528
2024-10-07,Go First,G8-323,Economy,05:36:00,1.0,12:26:00,130.2,Delhi,Cochin,5899
2024-07-28,Indigo,6E-2505,Economy,17:25:00,0.0,14:41:00,139.8,Banglore,New Delhi,7319
2024-01-10,Vistara,UK-963,Premium Economy,00:28:00,1.0,23:14:00,145.2,Kolkata,Banglore,8622
2024-05-09,Vistara,UK-879,Business,06:50:00,1.0,13:57:00,334.8,Delhi,Cochin,83561
2024-06-13,Air India,AI-636,Business,03:13:00,0.0,10:16:00,225.0,Banglore,Delhi,22152
2024-09-08,Vistara,UK-801,Business,20:07:00,1.0,18:52:00,670.2,Kolkata,Banglore,60601
2024-09-20,Vistara,UK-819,Economy,07:22:00,2.0,11:45:00,450.0,Delhi,Cochin,11205
2024-06-20,Vistara,UK-975,Business,06:26:00,0.0,20:55:00,135.0,Banglore,Delhi,22152
2024-04-29,Air India,AI-537,Economy,23:16:00,1.0,19:48:00,364.8,Kolkata,Banglore,9609
2024-01-29,Air Asia,I5-773,Economy,10:05:00,2.0,20:40:00,379.8,Delhi,Cochin,6872
2024-06-26,Spicejet,SG-2976,Economy,22:47:00,2.0,21:58:00,859.8,Delhi,Cochin,5649
2024-10-18,Air India,AI-814,Economy,08:12:00,0.0,11:31:00,135.0,Chennai,Kolkata,7320
2024-08-15,Vistara,UK-945,Business,15:16:00,1.0,08:50:00,135.0,Banglore,New Delhi,30104
2024-10-15,Indigo,6E-2112,Economy,06:59:00,0.0,04:35:00,150.0,Delhi,Cochin,6682
2024-09-20,Air India,AI-636,Business,00:27:00,0.0,14:46:00,225.0,Banglore,New Delhi,22152
2024-01-25,Air India,AI-465,Economy,19:17:00,0.0,12:02:00,1050.0,Banglore,Delhi,20343
2024-06-24,Vistara,UK-801,Economy,16:30:00,1.0,01:08:00,670.2,Kolkata,Banglore,16560
2024-09-26,Go First,G8-346,Economy,14:03:00,1.0,22:44:00,130.2,Delhi,Cochin,5899
2024-12-07,Air India,AI-542,Economy,14:03:00,2.0,15:37:00,859.8,Delhi,Cochin,8895
2024-08-03,Vistara,UK-945,Economy,19:12:00,2.0,20:36:00,135.0,Delhi,Cochin,6375
2024-04-20,Spicejet,SG-8701,Economy,02:14:00,0.0,17:21:00,135.0,Chennai,Kolkata,5794
2024-07-22,Indigo,6E-6475,Economy,22:45:00,2.0,13:53:00,274.8,Delhi,Cochin,8501
2024-06-17,Vistara,UK-975,Premium Economy,08:21:00,0.0,16:50:00,135.0,Kolkata,Banglore,8622
2024-05-29,Spicejet,SG-8709,Economy,05:53:00,1.0,03:32:00,115.19999999999999,Banglore,New Delhi,6215
2024-07-05,Vistara,UK-785,Business,07:43:00,1.0,16:38:00,1065.0,Kolkata,Banglore,39870
2024-12-02,Go First,G8-336,Economy,14:13:00,0.0,10:52:00,130.2,Banglore,Delhi,5899
2024-03-06,Indigo,6E-7403,Economy,04:07:00,1.0,05:41:00,390.0,Kolkata,Banglore,9052
2024-12-02,Vistara,UK-929,Economy,10:30:00,0.0,05:12:00,535.2,Kolkata,Banglore,16067
2024-08-06,Go First,G8-184,Economy,16:46:00,0.0,10:11:00,490.2,Banglore,Delhi,6873
2024-01-08,Air India,AI-811,Business,18:52:00,1.0,06:37:00,1305.0,Delhi,Cochin,32646
2024-04-23,Air India,AI-803,Business,19:45:00,2.0,22:45:00,919.8,Delhi,Cochin,53164
2024-03-09,Vistara,UK-879,Premium Economy,13:07:00,0.0,15:55:00,880.2,Banglore,New Delhi,12822
2024-06-16,Indigo,6E-2025,Economy,23:42:00,1.0,15:38:00,370.2,Kolkata,Banglore,9367
2024-02-20,Vistara,UK-785,Business,22:28:00,0.0,09:03:00,1065.0,Chennai,Kolkata,39870
2024-04-22,Air India,AI-403,Business,22:24:00,1.0,16:32:00,1560.0,Delhi,Cochin,29806
2024-02-25,Air India,AI-512,Economy,23:34:00,1.0,04:30:00,1675.2,Kolkata,Banglore,9137
2024-11-06,Spicejet,SG-8709,Economy,13:09:00,1.0,10:54:00,115.19999999999999,Delhi,Cochin,5794
2024-12-31,Indigo,6E-2526,Economy,04:43:00,2.0,11:34:00,145.2,Delhi,Cochin,6374
2024-05-01,Vistara,UK-899,Premium Economy,23:49:00,1.0,14:55:00,1155.0,Delhi,Cochin,15118
2024-10-26,Vistara,UK-957,Premium Economy,13:18:00,1.0,11:03:00,135.0,Banglore,New Delhi,7278
2024-08-01,Indigo,6E-607,Economy,17:01:00,0.0,10:12:00,469.8,Kolkata,Banglore,7188
2024-06-23,Indigo,6E-6034,Economy,16:52:00,2.0,09:51:00,355.2,Delhi,Cochin,14303
2024-02-27,Go First,G8-323,Economy,06:33:00,0.0,03:21:00,130.2,Kolkata,Banglore,5899
2024-06-26,Go First,G8-286,Economy,13:37:00,2.0,05:02:00,865.2,Delhi,Cochin,15012
2024-05-27,Vistara,UK-943,Premium Economy,14:22:00,1.0,18:19:00,130.2,Kolkata,Banglore,7278
2024-07-15,Go First,G8-717,Economy,10:31:00,1.0,07:14:00,300.0,Delhi,Cochin,12084
2024-08-08,Go First,G8-203,Economy,22:29:00,2.0,05:47:00,619.8,Delhi,Cochin,6007
2024-09-14,Air India,AI-471,Business,14:30:00,1.0,14:10:00,289.8,Delhi,Cochin,40576
2024-02-11,Vistara,UK-879,Economy,01:28:00,0.0,09:28:00,880.2,Banglore,Delhi,13358
2024-01-15,Indigo,6E-2216,Economy,03:46:00,0.0,20:25:00,505.2,Mumbai,Hyderabad,5954
2024-11-16,Air India,AI-506,Business,18:19:00,0.0,06:19:00,705.0,Kolkata,Banglore,53164
2024-12-30,Vistara,UK-899,Premium Economy,14:58:00,1.0,01:11:00,1050.0,Kolkata,Banglore,21200
2024-04-18,Indigo,6E-2138,Economy,00:41:00,2.0,14:07:00,139.8,Delhi,Cochin,7319
2024-01-13,Air India,AI-803,Business,04:30:00,1.0,08:56:00,919.8,Kolkata,Banglore,53164
2024-10-10,Indigo,6E-5218,Economy,18:08:00,1.0,01:28:00,135.0,Kolkata,Banglore,6277
2024-12-03,Air India,AI-537,Business,12:07:00,1.0,02:43:00,364.8,Kolkata,Banglore,50969
2024-07-17,Air India,AI-542,Business,01:14:00,1.0,07:38:00,310.2,Kolkata,Banglore,41113
2024-03-07,Air India,AI-451,Business,02:24:00,1.0,08:07:00,1545.0,Kolkata,Banglore,39622
2024-12-31,Air India,AI-429,Business,12:40:00,1.0,13:53:00,835.2,Kolkata,Banglore,50969
2024-02-21,Air Asia,I5-857,Economy,10:21:00,0.0,06:09:00,334.8,Kolkata,Banglore,5291
2024-11-30,Vistara,UK-706,Economy,04:30:00,1.0,10:45:00,495.0,Kolkata,Banglore,12098
2024-08-17,Air India,AI-544,Economy,23:15:00,0.0,19:23:00,435.0,Chennai,Kolkata,11205
2024-03-16,Vistara,UK-927,Economy,18:33:00,1.0,17:04:00,124.80000000000001,Delhi,Cochin,5955
